CALL ID,Call_Date,Product,Resolved_Ontime,Service,Support_Rep,Minutes_On_Phone,Severity,Failure_Type,Customer_Type,Customer Sat Rating,TTA,Vendor
659,12/10/2013,Variable Annuities,Yes,Investment Services,Jen Garcia,23,Medium,Phone,Direct,Good,9,Telesynch
660,12/10/2013,Variable Annuities,No,Investment Services,Ali Hasem,53,High,Phone,Commercial,Acceptable,10,Telesynch
661,12/11/2013,Variable Annuities,No,Investment Services,Kumar Prasad,44,Medium,Phone,Commercial,Good,8,Telesynch
662,12/11/2013,Variable Annuities,Yes,Investment Services,Jen Garcia,34,High,Chat,Government,Poor,19,Telesynch
663,12/11/2013,Variable Annuities,Yes,Investment Services,Kumar Prasad,56,Medium,Phone,Government,Poor,1,Telesynch
664,12/11/2013,Variable Annuities,No,Investment Services,Kumar Prasad,54,Low,Chat,Government,Good,9,Telesynch
665,12/12/2013,Rewards Card,Yes,Credit Services,Brad Stein,21,Medium,Chat,Direct,Good,14,Telesynch
666,12/12/2013,Retirement,Yes,Investment Services,Sheila Straton,34,Medium,Chat,Commercial,Good,13,Telesynch
667,12/12/2013,Platinum Plus Card,No,Credit Services,Bill Jones,25,Medium,Phone,Reseller,Acceptable,5,Telesynch
668,12/12/2013,Rewards Card,Yes,Credit Services,Brad Stein,30,Low,Chat,Reseller,Good,13,Telesynch
669,12/12/2013,Platinum Plus Card,No,Credit Services,Brian Locke,56,Low,Chat,Institutional,Poor,15,Telesynch
670,12/12/2013,Rewards Card,No,Credit Services,Vamsi Haji,46,High,Phone,Direct,Good,15,Telesynch
671,12/12/2013,Retirement,No,Investment Services,Cindy Yu,27,Low,Phone,Direct,Poor,9,Telesynch
672,12/12/2013,Rewards Card,Yes,Credit Services,Brad Stein,20,Medium,Phone,Direct,Acceptable,15,Telesynch
673,12/13/2013,Rewards Card,Yes,Credit Services,Bill Jones,55,Low,Chat,Direct,Good,7,Telesynch
674,12/13/2013,Prepaid Card,No,Credit Services,Cindy Yu,31,Medium,Phone,Direct,Poor,2,Telesynch
675,12/13/2013,Prepaid Card,No,Credit Services,Cindy Yu,28,Medium,Chat,Institutional,Poor,10,Telesynch
676,12/13/2013,Rewards Card,No,Credit Services,Ali Hasem,21,Medium,Chat,Commercial,Acceptable,14,Telesynch
677,12/20/2013,Checking Accounts,Yes,Banking Services,Jen Garcia,14,Low,Chat,Commercial,Poor,9,Telesynch
678,12/20/2013,Checking Accounts,Yes,Banking Services,Brian Locke,10,Medium,Phone,Institutional,Acceptable,20,Telesynch
679,12/20/2013,Checking Accounts,Yes,Banking Services,Chen Lee,26,High,Phone,Government,Acceptable,18,Telesynch
680,12/20/2013,Checking Accounts,Yes,Banking Services,Kumar Prasad,58,High,Chat,Direct,Poor,18,Telesynch
681,12/20/2013,Checking Accounts,No,Banking Services,Cindy Yu,49,Low,Phone,Commercial,Good,4,Telesynch
682,12/20/2013,Checking Accounts,Yes,Banking Services,Chen Lee,47,Low,Chat,Institutional,Good,5,Telesynch
683,12/22/2013,Checking Accounts,No,Banking Services,Vamsi Haji,58,Medium,Phone,Commercial,Poor,7,Telesynch
684,12/22/2013,Checking Accounts,Yes,Banking Services,Sheila Straton,52,High,Phone,Commercial,Poor,15,Telesynch
685,12/26/2013,Savings and Money Market,No,Banking Services,Brad Stein,26,Medium,Chat,Government,Poor,13,Telesynch
686,12/26/2013,Variable Annuities,No,Investment Services,Vamsi Haji,20,High,Phone,Direct,Good,14,Telesynch
687,12/26/2013,Savings and Money Market,Yes,Banking Services,Cindy Yu,8,Low,Phone,Institutional,Good,6,Telesynch
688,12/26/2013,Variable Annuities,Yes,Investment Services,Ali Hasem,59,Medium,Chat,Government,Acceptable,11,Telesynch
689,12/27/2013,Savings and Money Market,Yes,Banking Services,Brad Stein,36,Low,Chat,Direct,Good,2,Telesynch
690,12/27/2013,Checking Accounts,Yes,Banking Services,Vamsi Haji,26,Medium,Phone,Reseller,Acceptable,18,Telesynch
691,12/27/2013,Savings and Money Market,No,Banking Services,Brian Locke,46,High,Phone,Reseller,Good,7,Telesynch
692,12/27/2013,Checking Accounts,No,Banking Services,Kumar Prasad,45,Low,Phone,Direct,Good,14,Telesynch
693,12/30/2013,Checking Accounts,Yes,Banking Services,Jen Garcia,50,Medium,Phone,Government,Acceptable,9,Telesynch
694,12/30/2013,Checking Accounts,No,Banking Services,Sheila Straton,56,Low,Chat,Institutional,Poor,12,Telesynch
695,12/31/2013,Platinum Plus Card,No,Credit Services,Chen Lee,44,Medium,Chat,Commercial,Acceptable,9,Telesynch
696,12/31/2013,Platinum Plus Card,Yes,Credit Services,Brad Stein,49,Medium,Chat,Direct,Acceptable,15,Telesynch
697,1/1/2014,Savings and Money Market,Yes,Banking Services,Bill Jones,10,Medium,Chat,Direct,Acceptable,9,Telesynch
698,1/1/2014,Platinum Plus Card,Yes,Credit Services,Kumar Prasad,11,Medium,Phone,Commercial,Poor,7,Telesynch
699,1/1/2014,Savings and Money Market,Yes,Banking Services,Brian Locke,33,High,Chat,Direct,Poor,19,Telesynch
700,1/1/2014,Savings and Money Market,Yes,Banking Services,Cindy Yu,45,High,Chat,Government,Poor,1,Telesynch
701,1/1/2014,Platinum Plus Card,Yes,Credit Services,Brian Locke,33,High,Phone,Commercial,Acceptable,2,Telesynch
702,1/1/2014,Savings and Money Market,Yes,Banking Services,Cindy Yu,34,Low,Phone,Government,Poor,1,Telesynch
703,1/3/2014,Rewards Card,Yes,Credit Services,Brian Locke,36,High,Chat,Reseller,Acceptable,5,Telesynch
704,1/3/2014,Rewards Card,Yes,Credit Services,Vamsi Haji,47,Low,Phone,Reseller,Poor,19,Telesynch
705,1/6/2014,Prepaid Card,Yes,Credit Services,Jen Garcia,25,Medium,Phone,Reseller,Poor,4,Telesynch
706,1/6/2014,Rewards Card,No,Credit Services,Brad Stein,56,Medium,Phone,Reseller,Poor,3,Telesynch
707,1/6/2014,Rewards Card,No,Credit Services,Chen Lee,36,Medium,Chat,Direct,Good,13,Telesynch
708,1/6/2014,Retirement,Yes,Investment Services,Kumar Prasad,41,Medium,Phone,Government,Poor,5,Telesynch
709,1/6/2014,Prepaid Card,Yes,Credit Services,Ali Hasem,10,Medium,Chat,Commercial,Good,18,Telesynch
710,1/6/2014,Rewards Card,Yes,Credit Services,Bill Jones,36,High,Chat,Government,Poor,19,Telesynch
711,1/6/2014,Rewards Card,No,Credit Services,Chen Lee,27,High,Phone,Government,Good,18,Telesynch
712,1/6/2014,Retirement,Yes,Investment Services,Brad Stein,45,Low,Chat,Government,Poor,9,Telesynch
713,1/7/2014,Checking Accounts,No,Banking Services,Brian Locke,38,Medium,Chat,Commercial,Good,2,Telesynch
714,1/7/2014,Checking Accounts,No,Banking Services,Brian Locke,14,Low,Phone,Government,Poor,11,Telesynch
715,1/8/2014,Prepaid Card,No,Credit Services,Bill Jones,42,Medium,Chat,Commercial,Poor,7,Telesynch
716,1/8/2014,Prepaid Card,Yes,Credit Services,Sheila Straton,40,Medium,Chat,Institutional,Acceptable,13,Telesynch
717,1/9/2014,Prepaid Card,Yes,Credit Services,Jen Garcia,27,Medium,Chat,Commercial,Good,2,Telesynch
718,1/9/2014,Prepaid Card,No,Credit Services,Vamsi Haji,18,Medium,Chat,Direct,Acceptable,20,Telesynch
719,1/10/2014,Checking Accounts,No,Banking Services,Ali Hasem,58,High,Chat,Reseller,Good,10,Telesynch
720,1/10/2014,Checking Accounts,Yes,Banking Services,Jen Garcia,37,Medium,Phone,Commercial,Good,6,Telesynch
721,1/11/2014,Platinum Plus Card,Yes,Credit Services,Brian Locke,18,Low,Chat,Reseller,Good,5,Telesynch
722,1/11/2014,Platinum Plus Card,Yes,Credit Services,Brian Locke,22,Medium,Chat,Commercial,Good,1,Telesynch
723,1/15/2014,Savings and Money Market,Yes,Banking Services,Ali Hasem,54,Low,Phone,Direct,Poor,1,Telesynch
724,1/15/2014,Savings and Money Market,No,Banking Services,Brad Stein,44,Medium,Phone,Government,Poor,13,Telesynch
725,1/17/2014,Rewards Card,Yes,Credit Services,Jen Garcia,44,Medium,Chat,Reseller,Acceptable,5,Telesynch
726,1/17/2014,Rewards Card,Yes,Credit Services,Brad Stein,53,Medium,Phone,Direct,Poor,20,Telesynch
727,1/20/2014,Savings and Money Market,Yes,Banking Services,Brian Locke,40,Medium,Phone,Reseller,Acceptable,2,Telesynch
728,1/20/2014,Savings and Money Market,Yes,Banking Services,Chen Lee,60,Low,Phone,Institutional,Good,17,Telesynch
729,1/20/2014,Variable Annuities,Yes,Investment Services,Ali Hasem,40,High,Chat,Direct,Poor,20,Telesynch
730,1/20/2014,Retirement,No,Investment Services,Jen Garcia,18,Medium,Phone,Government,Good,3,Telesynch
731,1/20/2014,Savings and Money Market,Yes,Banking Services,Sheila Straton,53,Medium,Chat,Direct,Good,19,Telesynch
732,1/20/2014,Savings and Money Market,No,Banking Services,Brad Stein,40,High,Chat,Government,Good,8,Telesynch
733,1/20/2014,Variable Annuities,Yes,Investment Services,Bill Jones,20,High,Phone,Reseller,Acceptable,11,Telesynch
734,1/20/2014,Retirement,No,Investment Services,Brad Stein,56,Medium,Phone,Institutional,Poor,20,Telesynch
735,1/22/2014,Savings and Money Market,Yes,Banking Services,Chen Lee,513,Low,Chat,Reseller,Good,16,Telesynch
736,1/22/2014,Platinum Plus Card,Yes,Credit Services,Chen Lee,22,Low,Phone,Government,Poor,11,Telesynch
737,1/22/2014,Savings and Money Market,No,Banking Services,Sheila Straton,45,Low,Chat,Commercial,Good,18,Telesynch
738,1/22/2014,Platinum Plus Card,Yes,Credit Services,Vamsi Haji,24,Medium,Chat,Reseller,Good,9,Telesynch
739,1/25/2014,Rewards Card,Yes,Credit Services,Jen Garcia,29,High,Chat,Direct,Poor,13,Telesynch
740,1/25/2014,Rewards Card,No,Credit Services,Kumar Prasad,49,Low,Chat,Commercial,Acceptable,19,Telesynch
741,1/27/2014,Rewards Card,Yes,Credit Services,Cindy Yu,57,Low,Phone,Institutional,Acceptable,10,Telesynch
742,1/27/2014,Checking Accounts,No,Banking Services,Cindy Yu,13,Low,Phone,Commercial,Poor,11,Telesynch
743,1/27/2014,Rewards Card,No,Credit Services,Brian Locke,27,High,Phone,Reseller,Poor,8,Telesynch
744,1/27/2014,Checking Accounts,No,Banking Services,Ali Hasem,14,High,Phone,Direct,Good,13,Telesynch
745,1/28/2014,Retirement,Yes,Investment Services,Sheila Straton,58,Medium,Phone,Direct,Good,7,Telesynch
746,1/28/2014,Retirement,Yes,Investment Services,Kumar Prasad,60,High,Phone,Commercial,Acceptable,1,Telesynch
747,1/31/2014,Variable Annuities,Yes,Investment Services,Bill Jones,20,Medium,Phone,Government,Poor,18,Telesynch
748,1/31/2014,Variable Annuities,No,Investment Services,Brad Stein,18,Low,Chat,Commercial,Acceptable,17,Telesynch
749,2/1/2014,Platinum Plus Card,No,Credit Services,Vamsi Haji,23,High,Chat,Government,Good,8,Telesynch
750,2/1/2014,Platinum Plus Card,Yes,Credit Services,Cindy Yu,27,High,Chat,Reseller,Poor,15,Telesynch
751,2/2/2014,Platinum Plus Card,No,Credit Services,Brian Locke,51,Low,Phone,Commercial,Acceptable,7,Telesynch
752,2/2/2014,Variable Annuities,No,Investment Services,Kumar Prasad,30,Low,Phone,Institutional,Poor,14,Telesynch
753,2/2/2014,Platinum Plus Card,Yes,Credit Services,Brian Locke,9,Low,Chat,Direct,Acceptable,15,Telesynch
754,2/2/2014,Variable Annuities,No,Investment Services,Kumar Prasad,52,Medium,Chat,Commercial,Good,4,Telesynch
755,2/3/2014,Platinum Plus Card,Yes,Credit Services,Kumar Prasad,36,Low,Chat,Commercial,Acceptable,20,Telesynch
756,2/3/2014,Platinum Plus Card,No,Credit Services,Brad Stein,36,Low,Phone,Institutional,Good,7,Telesynch
757,2/4/2014,Savings and Money Market,No,Banking Services,Chen Lee,11,Medium,Chat,Institutional,Good,20,Telesynch
758,2/4/2014,Savings and Money Market,Yes,Banking Services,Bill Jones,18,Low,Phone,Commercial,Acceptable,6,Telesynch
759,2/5/2014,Retirement,Yes,Investment Services,Chen Lee,19,High,Chat,Institutional,Acceptable,15,Telesynch
760,2/5/2014,Savings and Money Market,Yes,Banking Services,Cindy Yu,59,Medium,Phone,Direct,Acceptable,3,Telesynch
761,2/5/2014,Rewards Card,No,Credit Services,Brian Locke,48,High,Phone,Reseller,Acceptable,8,Telesynch
762,2/5/2014,Retirement,No,Investment Services,Bill Jones,34,Low,Phone,Institutional,Good,7,Telesynch
763,2/5/2014,Savings and Money Market,No,Banking Services,Brian Locke,45,High,Chat,Commercial,Acceptable,20,Telesynch
764,2/5/2014,Rewards Card,No,Credit Services,Brad Stein,8,High,Chat,Direct,Acceptable,10,Telesynch
765,2/6/2014,Checking Accounts,No,Banking Services,Ali Hasem,29,High,Phone,Commercial,Good,6,Telesynch
766,2/6/2014,Checking Accounts,Yes,Banking Services,Sheila Straton,17,Medium,Phone,Commercial,Good,15,Telesynch
767,2/6/2014,Checking Accounts,No,Banking Services,Sheila Straton,29,Low,Phone,Institutional,Good,18,Telesynch
768,2/6/2014,Checking Accounts,No,Banking Services,Cindy Yu,21,High,Phone,Institutional,Good,17,Telesynch
769,2/8/2014,Prepaid Card,Yes,Credit Services,Sheila Straton,60,Low,Phone,Government,Poor,13,Telesynch
770,2/8/2014,Prepaid Card,No,Credit Services,Bill Jones,35,High,Chat,Direct,Good,9,Telesynch
771,2/10/2014,Checking Accounts,Yes,Banking Services,Kumar Prasad,49,High,Chat,Government,Poor,11,Telesynch
772,2/10/2014,Checking Accounts,Yes,Banking Services,Brian Locke,12,Medium,Chat,Government,Acceptable,18,Telesynch
773,2/15/2014,Variable Annuities,Yes,Investment Services,Brian Locke,60,High,Chat,Government,Acceptable,16,Telesynch
774,2/15/2014,Variable Annuities,No,Investment Services,Vamsi Haji,13,Medium,Chat,Commercial,Acceptable,15,Telesynch
775,2/16/2014,Savings and Money Market,Yes,Banking Services,Brian Locke,51,Medium,Chat,Commercial,Good,8,Telesynch
776,2/16/2014,Savings and Money Market,No,Banking Services,Chen Lee,14,Low,Chat,Government,Acceptable,7,Telesynch
777,2/22/2014,Savings and Money Market,Yes,Banking Services,Sheila Straton,24,Medium,Phone,Commercial,Acceptable,12,Telesynch
778,2/22/2014,Savings and Money Market,Yes,Banking Services,Sheila Straton,20,High,Phone,Institutional,Good,1,Telesynch
779,2/25/2014,Retirement,Yes,Investment Services,Ali Hasem,53,Medium,Phone,Government,Acceptable,20,Telesynch
780,2/25/2014,Retirement,Yes,Investment Services,Cindy Yu,12,Medium,Phone,Reseller,Acceptable,14,Telesynch
781,3/4/2014,Variable Annuities,No,Investment Services,Brad Stein,11,Low,Chat,Reseller,Poor,3,Telesynch
782,3/4/2014,Variable Annuities,Yes,Investment Services,Chen Lee,17,High,Phone,Government,Poor,7,Telesynch
783,3/5/2014,Savings and Money Market,Yes,Banking Services,Chen Lee,23,Low,Chat,Institutional,Poor,5,Telesynch
784,3/5/2014,Savings and Money Market,Yes,Banking Services,Bill Jones,20,High,Chat,Direct,Acceptable,18,Telesynch
785,3/6/2014,Platinum Plus Card,Yes,Credit Services,Cindy Yu,47,Medium,Phone,Institutional,Acceptable,15,Telesynch
786,3/6/2014,Platinum Plus Card,Yes,Credit Services,Ali Hasem,9,Medium,Chat,Reseller,Acceptable,7,Telesynch
787,3/7/2014,Savings and Money Market,No,Banking Services,Brian Locke,24,High,Phone,Institutional,Poor,20,Telesynch
788,3/7/2014,Platinum Plus Card,Yes,Credit Services,Brad Stein,54,Low,Phone,Institutional,Acceptable,5,Telesynch
789,3/7/2014,Savings and Money Market,Yes,Banking Services,Bill Jones,17,Low,Chat,Institutional,Good,10,Telesynch
790,3/7/2014,Platinum Plus Card,Yes,Credit Services,Cindy Yu,42,Low,Phone,Direct,Good,15,Telesynch
791,3/9/2014,Platinum Plus Card,Yes,Credit Services,Brad Stein,23,Low,Phone,Reseller,Poor,17,Telesynch
792,3/9/2014,Variable Annuities,No,Investment Services,Brad Stein,19,Medium,Chat,Institutional,Poor,6,Telesynch
793,3/9/2014,Platinum Plus Card,No,Credit Services,Brad Stein,25,Low,Chat,Government,Acceptable,19,Telesynch
794,3/9/2014,Variable Annuities,Yes,Investment Services,Kumar Prasad,30,Low,Chat,Reseller,Acceptable,9,Telesynch
795,3/12/2014,Rewards Card,No,Credit Services,Ali Hasem,45,Low,Chat,Commercial,Acceptable,3,Telesynch
796,3/12/2014,Rewards Card,Yes,Credit Services,Vamsi Haji,47,Low,Phone,Commercial,Poor,14,Telesynch
797,3/15/2014,Savings and Money Market,No,Banking Services,Kumar Prasad,39,High,Phone,Government,Poor,9,Telesynch
798,3/15/2014,Savings and Money Market,No,Banking Services,Cindy Yu,47,Medium,Chat,Direct,Good,4,Telesynch
799,3/17/2014,Rewards Card,Yes,Credit Services,Sheila Straton,30,Low,Phone,Reseller,Poor,3,Telesynch
800,3/17/2014,Rewards Card,No,Credit Services,Sheila Straton,49,Medium,Chat,Government,Good,14,Telesynch
801,3/21/2014,Retirement,Yes,Investment Services,Chen Lee,27,High,Phone,Government,Poor,4,Telesynch
802,3/21/2014,Retirement,No,Investment Services,Ali Hasem,45,High,Phone,Reseller,Acceptable,17,Telesynch
803,3/23/2014,Checking Accounts,Yes,Banking Services,Cindy Yu,28,High,Phone,Government,Poor,15,Telesynch
804,3/23/2014,Checking Accounts,No,Banking Services,Bill Jones,17,High,Chat,Direct,Good,4,Telesynch
805,3/25/2014,Checking Accounts,Yes,Banking Services,Brian Locke,32,Medium,Phone,Institutional,Acceptable,4,Telesynch
806,3/25/2014,Checking Accounts,Yes,Banking Services,Brad Stein,10,Medium,Phone,Institutional,Poor,7,Telesynch
807,3/26/2014,Prepaid Card,Yes,Credit Services,Kumar Prasad,50,Medium,Phone,Reseller,Poor,7,Telesynch
808,3/26/2014,Prepaid Card,Yes,Credit Services,Sheila Straton,36,Medium,Chat,Reseller,Acceptable,16,Telesynch
809,3/26/2014,Prepaid Card,Yes,Credit Services,Chen Lee,24,High,Chat,Institutional,Good,10,Telesynch
810,3/26/2014,Prepaid Card,Yes,Credit Services,Brian Locke,46,Low,Chat,Institutional,Acceptable,13,Telesynch
811,3/27/2014,Savings and Money Market,Yes,Banking Services,Bill Jones,43,Medium,Phone,Reseller,Acceptable,1,Telesynch
812,3/27/2014,Checking Accounts,Yes,Banking Services,Brad Stein,17,Low,Chat,Institutional,Acceptable,4,Telesynch
813,3/27/2014,Checking Accounts,Yes,Banking Services,Cindy Yu,37,High,Chat,Direct,Poor,11,Telesynch
814,3/27/2014,Savings and Money Market,No,Banking Services,Brian Locke,30,Low,Chat,Government,Poor,13,Telesynch
815,3/28/2014,Savings and Money Market,No,Banking Services,Vamsi Haji,37,Medium,Chat,Reseller,Poor,8,Telesynch
816,3/28/2014,Variable Annuities,Yes,Investment Services,Ali Hasem,59,Low,Phone,Government,Good,5,Telesynch
817,3/28/2014,Savings and Money Market,No,Banking Services,Kumar Prasad,27,High,Phone,Reseller,Good,6,Telesynch
818,3/28/2014,Savings and Money Market,Yes,Banking Services,Jen Garcia,7,Low,Phone,Reseller,Acceptable,16,Telesynch
819,3/28/2014,Variable Annuities,Yes,Investment Services,Bill Jones,15,High,Chat,Government,Good,11,Telesynch
820,3/28/2014,Savings and Money Market,Yes,Banking Services,Brad Stein,33,Medium,Phone,Commercial,Good,11,Telesynch
821,3/31/2014,Variable Annuities,Yes,Investment Services,Brad Stein,21,High,Phone,Commercial,Good,3,Telesynch
822,3/31/2014,Variable Annuities,Yes,Investment Services,Kumar Prasad,16,Medium,Chat,Institutional,Acceptable,12,Telesynch
823,3/31/2014,Savings and Money Market,No,Banking Services,Ali Hasem,52,Low,Phone,Direct,Acceptable,9,Telesynch
824,3/31/2014,Savings and Money Market,No,Banking Services,Vamsi Haji,45,Medium,Phone,Commercial,Acceptable,14,Telesynch
825,3/31/2014,Variable Annuities,No,Investment Services,Brian Locke,14,Medium,Phone,Government,Good,3,Telesynch
826,3/31/2014,Variable Annuities,No,Investment Services,Vamsi Haji,55,High,Phone,Reseller,Poor,4,Telesynch
827,3/31/2014,Savings and Money Market,No,Banking Services,Cindy Yu,39,High,Phone,Direct,Acceptable,2,Telesynch
828,3/31/2014,Savings and Money Market,No,Banking Services,Ali Hasem,21,High,Phone,Institutional,Acceptable,4,Telesynch
829,4/1/2014,Rewards Card,No,Credit Services,Kumar Prasad,25,Medium,Phone,Institutional,Acceptable,17,Telesynch
830,4/1/2014,Savings and Money Market,Yes,Banking Services,Jen Garcia,14,Low,Chat,Direct,Poor,5,Telesynch
831,4/1/2014,Variable Annuities,Yes,Investment Services,Brian Locke,58,Medium,Phone,Institutional,Acceptable,13,Telesynch
832,4/1/2014,Rewards Card,Yes,Credit Services,Cindy Yu,42,Low,Chat,Institutional,Acceptable,9,Telesynch
833,4/1/2014,Variable Annuities,No,Investment Services,Brian Locke,10,Medium,Phone,Government,Good,16,Telesynch
834,4/1/2014,Rewards Card,Yes,Credit Services,Vamsi Haji,42,Low,Phone,Reseller,Good,17,Telesynch
835,4/1/2014,Rewards Card,No,Credit Services,Brad Stein,40,Medium,Phone,Commercial,Acceptable,7,Telesynch
836,4/1/2014,Savings and Money Market,No,Banking Services,Vamsi Haji,20,High,Phone,Government,Poor,5,Telesynch
837,4/3/2014,Variable Annuities,Yes,Investment Services,Vamsi Haji,41,Medium,Chat,Commercial,Good,20,Telesynch
838,4/3/2014,Checking Accounts,No,Banking Services,Sheila Straton,18,Low,Phone,Government,Good,1,Telesynch
839,4/3/2014,Checking Accounts,Yes,Banking Services,Bill Jones,15,High,Phone,Reseller,Good,15,Telesynch
840,4/3/2014,Variable Annuities,Yes,Investment Services,Ali Hasem,10,Low,Chat,Direct,Good,12,Telesynch
841,4/3/2014,Checking Accounts,Yes,Banking Services,Kumar Prasad,50,Low,Chat,Government,Acceptable,7,Telesynch
842,4/3/2014,Checking Accounts,Yes,Banking Services,Jen Garcia,38,High,Chat,Reseller,Acceptable,8,Telesynch
843,4/5/2014,Variable Annuities,Yes,Investment Services,Cindy Yu,19,High,Chat,Commercial,Good,20,Telesynch
844,4/5/2014,Checking Accounts,Yes,Banking Services,Vamsi Haji,47,Medium,Chat,Government,Good,3,Telesynch
845,4/5/2014,Prepaid Card,Yes,Credit Services,Vamsi Haji,50,High,Phone,Government,Good,20,Telesynch
846,4/5/2014,Variable Annuities,Yes,Investment Services,Chen Lee,14,Medium,Chat,Reseller,Poor,16,Telesynch
847,4/5/2014,Checking Accounts,No,Banking Services,Chen Lee,59,High,Chat,Direct,Acceptable,19,Telesynch
848,4/5/2014,Prepaid Card,No,Credit Services,Ali Hasem,47,Medium,Chat,Commercial,Poor,5,Telesynch
849,4/6/2014,Checking Accounts,Yes,Banking Services,Sheila Straton,45,Medium,Phone,Direct,Good,13,Telesynch
850,4/6/2014,Checking Accounts,Yes,Banking Services,Brian Locke,16,High,Chat,Institutional,Acceptable,3,Telesynch
851,4/7/2014,Variable Annuities,No,Investment Services,Sheila Straton,17,Medium,Chat,Government,Poor,14,Telesynch
852,4/7/2014,Variable Annuities,No,Investment Services,Ali Hasem,52,Low,Phone,Direct,Good,4,Telesynch
853,4/8/2014,Variable Annuities,No,Investment Services,Bill Jones,57,Low,Phone,Government,Acceptable,15,Telesynch
854,4/8/2014,Variable Annuities,No,Investment Services,Jen Garcia,28,Medium,Chat,Direct,Poor,12,Telesynch
855,4/8/2014,Variable Annuities,No,Investment Services,Vamsi Haji,46,High,Chat,Institutional,Good,16,Telesynch
856,4/8/2014,Variable Annuities,No,Investment Services,Ali Hasem,45,Low,Chat,Government,Poor,5,Telesynch
857,4/8/2014,Variable Annuities,No,Investment Services,Cindy Yu,58,High,Phone,Direct,Acceptable,1,Telesynch
858,4/8/2014,Variable Annuities,No,Investment Services,Kumar Prasad,28,Low,Phone,Direct,Poor,6,Telesynch
859,4/8/2014,Variable Annuities,No,Investment Services,Brian Locke,23,Medium,Phone,Government,Good,7,Telesynch
860,4/8/2014,Variable Annuities,No,Investment Services,Cindy Yu,8,Low,Phone,Reseller,Acceptable,18,Telesynch
861,4/9/2014,Platinum Plus Card,Yes,Credit Services,Brian Locke,11,Medium,Chat,Institutional,Good,18,Telesynch
862,4/9/2014,Platinum Plus Card,No,Credit Services,Sheila Straton,30,Medium,Phone,Government,Poor,8,Telesynch
863,4/10/2014,Savings and Money Market,Yes,Banking Services,Ali Hasem,34,Low,Chat,Government,Acceptable,9,Telesynch
864,4/10/2014,Savings and Money Market,No,Banking Services,Brad Stein,24,Medium,Chat,Direct,Acceptable,12,Telesynch
865,4/11/2014,Retirement,Yes,Investment Services,Kumar Prasad,47,Low,Chat,Government,Poor,1,Telesynch
866,4/11/2014,Retirement,Yes,Investment Services,Vamsi Haji,16,Medium,Phone,Reseller,Good,10,Telesynch
867,4/12/2014,Rewards Card,No,Credit Services,Sheila Straton,55,Medium,Chat,Commercial,Acceptable,7,Telesynch
868,4/12/2014,Rewards Card,Yes,Credit Services,Sheila Straton,36,High,Chat,Direct,Good,14,Telesynch
869,4/14/2014,Silver Plus Card,Yes,Credit Services,Sheila Straton,28,Medium,Phone,Institutional,Good,5,Telesynch
870,4/14/2014,Variable Annuities,Yes,Investment Services,Kumar Prasad,552,Low,Phone,Institutional,Acceptable,19,Telesynch
871,4/14/2014,Variable Annuities,No,Investment Services,Sheila Straton,53,High,Chat,Direct,Poor,15,Telesynch
872,4/14/2014,Silver Plus Card,Yes,Credit Services,Bill Jones,557,Medium,Phone,Direct,Acceptable,11,Telesynch
873,4/15/2014,Prepaid Card,Yes,Credit Services,Brad Stein,12,Medium,Chat,Commercial,Poor,13,Telesynch
874,4/15/2014,Prepaid Card,Yes,Credit Services,Sheila Straton,31,Low,Phone,Direct,Poor,17,Telesynch
875,4/18/2014,Checking Accounts,No,Banking Services,Bill Jones,48,Low,Chat,Reseller,Acceptable,7,Telesynch
876,4/18/2014,Variable Annuities,No,Investment Services,Brian Locke,26,Medium,Chat,Institutional,Poor,8,Telesynch
877,4/18/2014,Checking Accounts,No,Banking Services,Sheila Straton,27,Medium,Chat,Direct,Acceptable,16,Telesynch
878,4/18/2014,Variable Annuities,No,Investment Services,Brad Stein,8,Low,Phone,Reseller,Poor,1,Telesynch
879,4/19/2014,Variable Annuities,Yes,Investment Services,Brad Stein,19,Low,Phone,Institutional,Good,4,Telesynch
880,4/19/2014,Variable Annuities,No,Investment Services,Brian Locke,49,Medium,Chat,Commercial,Poor,12,Telesynch
881,4/24/2014,Prepaid Card,Yes,Credit Services,Cindy Yu,400,Medium,Phone,Commercial,Poor,3,Telesynch
882,4/24/2014,Prepaid Card,Yes,Credit Services,Jen Garcia,40,Low,Chat,Institutional,Poor,13,Telesynch
883,4/26/2014,Variable Annuities,Yes,Investment Services,Jen Garcia,56,Low,Phone,Reseller,Acceptable,15,Telesynch
884,4/26/2014,Variable Annuities,No,Investment Services,Brian Locke,12,Medium,Phone,Direct,Good,2,Telesynch
885,4/27/2014,Variable Annuities,Yes,Investment Services,Sheila Straton,60,High,Chat,Direct,Poor,2,Telesynch
886,4/27/2014,Variable Annuities,No,Investment Services,Cindy Yu,45,Medium,Chat,Reseller,Good,12,Telesynch
887,4/30/2014,Savings and Money Market,No,Banking Services,Jen Garcia,49,Medium,Chat,Government,Poor,20,Telesynch
888,4/30/2014,Savings and Money Market,No,Banking Services,Brad Stein,45,Low,Chat,Institutional,Acceptable,13,Telesynch
889,5/7/2014,Variable Annuities,Yes,Investment Services,Cindy Yu,40,High,Chat,Government,Acceptable,19,Telesynch
890,5/7/2014,Variable Annuities,Yes,Investment Services,Chen Lee,39,High,Chat,Commercial,Good,8,Telesynch
